ad_name,status,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,ad_id,group_id
A_0537,deleted,1.01,5,6,7.44,0,1,15.6,0,6,159.02,0,0,12,1,0,0,C_0537,A_0537,G_0537
A_0538,deleted,2731.8,14341,326,16.89,817,65,109.81,13,8,252.11,0,1778,1282,210,17,231,C_0538,A_0538,G_0538
A_0539,blocked,357.7,1727,112,5.77,195,100,107.31,32,1,22.36,0,582,793,659,18,493,C_0539,A_0539,G_0539
A_0540,deleted,0.02,0,0,1.87,0,1,1.91,0,5,187.32,0,0,4,1,0,1,C_0540,A_0540,G_0540
A_0541,deleted,50.55,218,1,3.25,1,1,3.59,0,36,587.42,0,397,273,294,16,107,C_0541,A_0541,G_0541
A_0542,blocked,5.12,6,0,3.02,0,1,1.54,1,1,0.22,0,0,5,2,0,1,C_0542,A_0542,G_0542
A_0543,blocked,0.58,4,3,3.26,0,1,21.84,8,1,32.36,0,840,191,4,1,1,C_0543,A_0543,G_0543
A_0544,deleted,1767.81,7953,54,10.54,159,96,75.58,11,1,226.45,0,305,1887,1868,20,162,C_0544,A_0544,G_0544
A_0545,deleted,22.31,141,51,8.0,110,25,90.36,9,4,139.44,0,1,115,65,13,99,C_0545,A_0545,G_0545
A_0546,deleted,1449.43,7358,320,13.89,989,59,105.92,13,4,271.75,0,14311,5401,5149,187,1117,C_0546,A_0546,G_0546
A_0547,blocked,31.7,194,3,6.7,1,1,0.81,0,6,145.38,0,17,135,119,0,46,C_0547,A_0547,G_0547
A_0548,deleted,10.51,30,0,1.93,0,1,1.24,2,1,146.55,0,0,1,1,0,0,C_0548,A_0548,G_0548
A_0549,deleted,13.72,62,7,6.68,0,1,47.96,1,1,180.84,0,11,3,2,0,3,C_0549,A_0549,G_0549
A_0550,deleted,33.11,81,3,9.46,5,1,30.59,0,1,225.13,0,1,2,1,0,2,C_0550,A_0550,G_0550
A_0551,deleted,797.35,4620,17,4.52,2,9,30.31,13,1,0.22,0,397,286,102,3,204,C_0551,A_0551,G_0551
A_0552,blocked,9559.12,59062,836,15.51,823,29,47.45,44,1,39.11,0,11298,5374,4253,242,2240,C_0552,A_0552,G_0552
A_0553,deleted,2654.84,14368,3,2.68,0,29,81.19,4,1,12.99,0,473,923,583,11,44,C_0553,A_0553,G_0553
A_0554,deleted,2.73,8,1,3.97,2,1,40.78,1,1,46.18,0,245,1188,448,8,11,C_0554,A_0554,G_0554
A_0555,active,72.25,355,10,10.25,5,2,26.26,1,282,817.99,0,0,47,7,0,74,C_0555,A_0555,G_0555
A_0556,deleted,4301.24,24468,78,11.91,88,1,10.53,0,1,98.58,0,2516,2154,1156,25,246,C_0556,A_0556,G_0556
A_0557,blocked,235.08,911,64,14.45,123,20,22.12,6,1,8.17,0,173,500,199,35,66,C_0557,A_0557,G_0557
A_0558,blocked,2123.78,12096,260,13.68,996,48,70.77,38,158,735.26,0,2084,3999,2793,86,461,C_0558,A_0558,G_0558
A_0559,deleted,1.01,3,1,7.06,1,1,12.63,0,1,225.94,0,4,99,21,1,15,C_0559,A_0559,G_0559
A_0560,deleted,0.0,0,0,0.84,0,1,1.39,6,19,150.41,0,0,1,1,0,0,C_0560,A_0560,G_0560
A_0561,deleted,2441.57,16192,190,10.09,422,31,65.89,10,9,209.61,0,111,476,638,16,273,C_0561,A_0561,G_0561
A_0562,deleted,0.87,1,0,0.84,0,1,9.42,1,1,38.64,0,0,6,43,5,0,C_0562,A_0562,G_0562
A_0563,deleted,0.06,0,0,0.78,0,1,0.2,1,4,376.47,0,0,1,1,0,0,C_0563,A_0563,G_0563
A_0564,deleted,11732.33,69602,805,21.23,1388,133,136.67,16,11,337.63,0,16170,6672,5534,239,1189,C_0564,A_0564,G_0564
A_0565,blocked,0.19,0,0,3.67,0,1,10.56,8,2,73.42,0,0,1,1,0,0,C_0565,A_0565,G_0565
A_0566,deleted,1106.1,5180,263,18.98,401,7,81.07,6,1,25.41,0,3605,1718,850,9,160,C_0566,A_0566,G_0566
A_0567,deleted,0.05,0,3,3.88,5,3,27.29,7,7,243.5,0,0,8,2,0,1,C_0567,A_0567,G_0567
A_0568,blocked,0.69,3,0,4.13,0,1,9.92,7,1,93.17,0,0,5,6,0,1,C_0568,A_0568,G_0568
A_0569,deleted,685.92,2796,159,11.22,280,14,64.59,4,1,3.22,0,7081,2651,809,62,118,C_0569,A_0569,G_0569
A_0570,deleted,1880.23,9742,99,16.71,356,1,54.97,1,2,196.54,0,281,1325,404,13,145,C_0570,A_0570,G_0570
A_0571,deleted,2795.93,21934,97,5.66,86,117,145.02,7,2,262.21,0,1211,1960,188,14,251,C_0571,A_0571,G_0571
A_0572,deleted,93.94,308,0,6.24,0,1,8.78,0,1,116.85,0,0,1,1,0,0,C_0572,A_0572,G_0572
A_0573,active,30.53,128,1,3.51,0,1,11.76,3,1,9.86,0,9,4,1,0,0,C_0573,A_0573,G_0573
A_0574,deleted,420.01,3098,23,4.52,20,1,8.6,14,1,0.86,0,93,251,35,6,133,C_0574,A_0574,G_0574
A_0575,deleted,142.76,904,3,5.72,5,10,75.87,2,1,37.4,0,180,492,589,3,33,C_0575,A_0575,G_0575
A_0576,deleted,71.08,218,0,3.04,0,1,13.85,1,2,82.19,0,99,418,56,0,0,C_0576,A_0576,G_0576
A_0577,deleted,3245.3,17451,290,9.43,613,203,151.11,20,143,464.33,0,480,658,489,37,250,C_0577,A_0577,G_0577
A_0578,deleted,980.2,4848,59,8.62,216,2,69.91,3,58,677.98,0,3894,820,745,27,250,C_0578,A_0578,G_0578
A_0579,deleted,9.97,17,15,5.16,35,39,93.78,22,1,34.88,0,8,139,15,4,180,C_0579,A_0579,G_0579
A_0580,deleted,645.18,4886,383,5.35,643,484,94.08,32,332,1190.57,0,420,4663,6967,340,1238,C_0580,A_0580,G_0580
A_0581,deleted,6353.67,33386,158,8.2,520,120,231.38,16,1,140.86,0,216,1286,1092,19,367,C_0581,A_0581,G_0581
A_0582,deleted,5626.09,28558,499,26.53,1661,39,107.49,3,38,237.67,0,3385,813,908,12,114,C_0582,A_0582,G_0582
A_0583,deleted,257.04,869,8,7.24,38,13,129.54,1,1,36.33,0,80,155,6,0,26,C_0583,A_0583,G_0583
A_0584,blocked,29.36,179,0,1.21,0,1,44.45,0,1,28.79,0,1,2,4,0,0,C_0584,A_0584,G_0584
A_0585,deleted,20.97,130,5,1.83,0,68,54.95,8,1,37.52,0,11,205,37,9,80,C_0585,A_0585,G_0585
A_0586,deleted,31.1,139,22,6.3,452,35,140.64,4,1,313.07,0,8,21,7,0,27,C_0586,A_0586,G_0586
A_0587,blocked,2196.03,12713,73,6.35,145,3,18.15,24,1,2.06,0,1413,668,398,23,56,C_0587,A_0587,G_0587
A_0588,deleted,41.01,223,4,3.59,4,18,40.27,8,11,417.14,0,11,57,17,0,12,C_0588,A_0588,G_0588
A_0589,deleted,1869.57,9040,102,14.2,199,3,72.61,6,1,0.27,0,520,383,305,12,329,C_0589,A_0589,G_0589
A_0590,blocked,26.82,239,1,4.22,0,1,36.13,0,5,134.79,0,29,36,6,0,53,C_0590,A_0590,G_0590
A_0591,blocked,2326.15,9075,116,12.91,291,2,60.21,1,3,161.22,0,266,855,1125,39,321,C_0591,A_0591,G_0591
A_0592,blocked,95.03,401,14,7.62,19,1,10.78,9,1,61.27,0,1009,221,14,0,0,C_0592,A_0592,G_0592
A_0593,deleted,6.89,33,0,1.69,0,1,3.55,0,4,97.56,0,0,1,2,0,0,C_0593,A_0593,G_0593
A_0594,deleted,394.3,2326,6,5.56,6,1,87.44,0,74,918.7,0,45,34,252,5,17,C_0594,A_0594,G_0594
A_0595,deleted,0.18,0,0,3.88,1,1,2.04,3,1,18.46,0,0,1,1,0,1,C_0595,A_0595,G_0595
A_0596,deleted,7.7,15,13,9.88,3,2,77.69,1,54,553.68,0,50,69,28,1,1,C_0596,A_0596,G_0596
A_0597,deleted,717.34,2513,311,19.49,982,17,72.96,27,2,278.4,0,1953,2017,1942,91,744,C_0597,A_0597,G_0597
A_0598,deleted,4595.57,27403,53,7.74,91,56,178.6,0,3,222.47,0,9560,5935,2468,109,467,C_0598,A_0598,G_0598
A_0599,deleted,463.69,2423,70,7.85,538,63,144.25,7,8,322.33,0,99,235,59,8,8,C_0599,A_0599,G_0599
A_0600,deleted,0.36,1,0,3.13,0,1,11.29,18,1,89.93,0,0,5,1,0,0,C_0600,A_0600,G_0600
A_0601,deleted,328.13,2364,44,2.18,76,53,53.08,22,1,59.12,0,492,1157,1001,27,330,C_0601,A_0601,G_0601
A_0602,deleted,0.23,0,1,3.92,0,1,13.95,19,30,261.72,0,0,1,1,0,0,C_0602,A_0602,G_0602
A_0603,deleted,622.53,4904,124,6.77,220,11,52.13,10,133,453.52,0,1112,959,647,19,76,C_0603,A_0603,G_0603
A_0604,deleted,134.79,593,40,6.7,23,80,99.1,5,19,312.43,0,1418,1911,1169,16,138,C_0604,A_0604,G_0604
A_0605,deleted,158.32,290,75,17.98,65,1,66.0,0,185,849.62,0,8745,1919,812,24,141,C_0605,A_0605,G_0605
A_0606,deleted,2088.84,11802,6,9.04,5,1,13.31,19,1,67.73,0,371,337,108,2,11,C_0606,A_0606,G_0606
A_0607,deleted,7.43,22,0,0.9,0,2,8.66,4,1,17.22,0,0,29,3,1,19,C_0607,A_0607,G_0607
A_0608,deleted,193.48,907,42,10.9,21,5,56.2,9,17,175.27,0,870,569,907,17,42,C_0608,A_0608,G_0608
A_0609,deleted,38.9,89,13,4.6,69,19,24.34,16,381,945.14,0,23,159,128,21,43,C_0609,A_0609,G_0609
A_0610,deleted,54.41,211,1,3.66,0,2,14.04,4,10,139.26,0,11,20,2,0,1,C_0610,A_0610,G_0610
A_0611,blocked,478.81,2395,5,7.04,5,2,25.84,1,51,239.5,0,27,817,393,10,384,C_0611,A_0611,G_0611
A_0612,deleted,516.39,1532,30,15.46,18,2,52.89,2,1,3.79,0,318,94,4,0,2,C_0612,A_0612,G_0612
A_0613,deleted,736.52,4214,34,8.98,117,1,2.84,9,144,659.92,0,1953,567,478,26,78,C_0613,A_0613,G_0613
A_0614,deleted,0.0,0,0,1.75,0,1,0.07,0,1,55.98,0,0,1,1,0,0,C_0614,A_0614,G_0614
A_0615,deleted,3704.87,19064,331,35.84,935,1,27.84,0,5,261.74,0,4092,2327,722,8,39,C_0615,A_0615,G_0615
A_0616,deleted,579.35,1970,114,13.27,83,1,4.63,6,1,18.34,0,894,769,1403,36,303,C_0616,A_0616,G_0616
A_0617,deleted,86.73,526,0,2.73,0,4,11.12,1,1,19.07,0,136,301,416,13,41,C_0617,A_0617,G_0617
A_0618,deleted,148.92,611,89,9.44,54,2,22.17,2,2,72.77,0,70,344,278,12,34,C_0618,A_0618,G_0618
A_0619,blocked,1462.4,10936,112,6.81,390,26,84.07,5,212,980.0,0,259,276,130,2,4,C_0619,A_0619,G_0619
A_0620,deleted,365.86,2916,20,9.02,5,59,82.94,6,1,16.06,0,42,414,608,29,253,C_0620,A_0620,G_0620
A_0621,deleted,0.0,0,0,1.34,0,1,1.97,0,1,8.59,0,0,1,1,0,0,C_0621,A_0621,G_0621
A_0622,deleted,17.53,110,0,2.08,0,1,4.32,6,2,68.37,0,3,114,277,0,43,C_0622,A_0622,G_0622
A_0623,blocked,1273.33,7460,3,3.28,39,1,41.87,1,1,88.81,0,729,310,451,4,12,C_0623,A_0623,G_0623
A_0624,deleted,3193.21,20194,81,9.43,131,10,18.82,1,128,636.42,0,528,121,13,2,10,C_0624,A_0624,G_0624
A_0625,deleted,367.35,2120,254,10.25,748,25,84.7,6,11,155.03,0,784,274,86,15,225,C_0625,A_0625,G_0625
A_0626,blocked,350.44,1778,140,10.07,110,22,68.57,11,118,608.24,1,95,178,40,2,16,C_0626,A_0626,G_0626
A_0627,deleted,29.57,58,6,10.23,26,1,18.76,0,1,13.48,0,9,10,11,0,2,C_0627,A_0627,G_0627
A_0628,deleted,0.12,0,2,2.49,3,3,25.35,15,1,58.23,0,5,1,1,0,0,C_0628,A_0628,G_0628
A_0629,deleted,150.83,977,8,4.64,2,10,87.29,1,2,85.09,0,16,1699,1290,13,171,C_0629,A_0629,G_0629
A_0630,deleted,12.44,49,21,10.22,146,14,104.84,4,1,13.17,0,15,87,18,1,33,C_0630,A_0630,G_0630
A_0631,deleted,262.08,595,4,8.83,1,8,23.27,2,2,41.41,0,1,106,3,0,2,C_0631,A_0631,G_0631
A_0632,deleted,0.09,0,0,3.35,1,1,45.33,0,20,380.11,0,65,220,332,13,49,C_0632,A_0632,G_0632
A_0633,deleted,1.09,2,3,4.37,1,1,56.26,0,1,16.3,0,31,35,14,4,31,C_0633,A_0633,G_0633
A_0634,deleted,0.6,3,1,2.75,0,2,45.96,1,2,170.16,0,0,3,1,0,1,C_0634,A_0634,G_0634
A_0635,deleted,589.21,3112,20,8.63,5,1,53.27,1,1,97.25,0,51,196,611,7,66,C_0635,A_0635,G_0635
A_0636,deleted,39.86,98,37,5.87,232,1,28.04,8,4,155.89,0,3,33,2,0,0,C_0636,A_0636,G_0636
A_0637,active,3594.63,17528,169,17.89,152,41,168.34,2,1,13.92,0,1290,1908,2220,36,321,C_0637,A_0637,G_0637
A_0638,deleted,917.04,4879,2,0.83,0,264,156.53,59,1,7.26,0,1001,1324,1210,82,1020,C_0638,A_0638,G_0638
A_0639,deleted,0.01,0,0,2.94,0,1,4.09,0,1,0.16,0,18,2,1,0,0,C_0639,A_0639,G_0639
A_0640,deleted,0.23,0,0,5.11,4,1,15.02,0,1,37.97,0,121,173,71,2,8,C_0640,A_0640,G_0640
A_0641,blocked,932.04,5025,1,2.02,0,1,7.08,8,1,89.51,0,0,201,33,1,3,C_0641,A_0641,G_0641
A_0642,blocked,131.94,530,23,3.53,93,4,28.65,21,15,375.17,0,1764,505,168,3,14,C_0642,A_0642,G_0642
A_0643,deleted,2.37,15,1,4.41,0,1,1.39,0,44,292.49,0,235,899,580,1,17,C_0643,A_0643,G_0643
A_0644,blocked,1325.5,6544,193,11.99,334,1,8.27,1,1,16.43,0,2001,457,1173,47,114,C_0644,A_0644,G_0644
A_0645,deleted,2940.38,17456,78,11.67,21,123,307.54,5,7,250.64,0,270,1124,304,9,199,C_0645,A_0645,G_0645
A_0646,blocked,18.49,40,17,12.98,3,6,76.15,0,1,9.5,0,2771,1102,488,37,179,C_0646,A_0646,G_0646
A_0647,deleted,16.44,35,0,4.33,0,1,36.74,0,1,60.84,0,0,2,10,0,0,C_0647,A_0647,G_0647
A_0648,blocked,0.34,0,0,2.22,0,1,8.43,2,149,472.73,0,0,1,1,0,2,C_0648,A_0648,G_0648
A_0649,deleted,0.71,1,0,6.04,0,1,27.96,3,2,242.85,0,6,34,6,0,0,C_0649,A_0649,G_0649
A_0650,deleted,1010.69,4206,307,18.95,450,11,73.86,18,132,739.31,0,12659,2460,414,71,890,C_0650,A_0650,G_0650
A_0651,blocked,3.03,15,1,3.04,1,1,23.24,2,1,59.44,0,44,14,2,0,14,C_0651,A_0651,G_0651
A_0652,deleted,1088.67,4245,18,5.51,9,1,1.63,10,1,243.68,0,10,92,7,0,2,C_0652,A_0652,G_0652
A_0653,deleted,16.4,56,31,6.77,144,1,11.83,8,1,17.74,0,247,1179,796,13,54,C_0653,A_0653,G_0653
A_0654,blocked,5936.16,39469,573,18.51,649,44,68.37,10,3,169.89,0,6495,2371,2207,84,629,C_0654,A_0654,G_0654
A_0655,deleted,134.09,629,45,17.73,7,1,5.66,0,1,116.71,0,9,37,46,0,10,C_0655,A_0655,G_0655
A_0656,deleted,0.32,3,4,4.01,0,1,45.85,0,13,169.84,0,10,302,537,5,10,C_0656,A_0656,G_0656
A_0657,blocked,0.0,0,0,2.02,0,1,10.71,1,28,479.14,0,0,1,1,0,0,C_0657,A_0657,G_0657
A_0658,deleted,55.2,173,5,6.77,13,1,17.22,2,1,73.04,0,386,27,9,3,1,C_0658,A_0658,G_0658
A_0659,deleted,6.16,7,0,5.65,0,1,3.56,5,54,432.2,0,2,5,1,0,3,C_0659,A_0659,G_0659
A_0660,blocked,4142.1,24972,550,16.0,1294,93,130.45,23,1,97.24,0,1790,3367,4178,157,1740,C_0660,A_0660,G_0660
A_0661,deleted,21116.17,136878,1011,26.08,3012,459,338.87,33,42,156.66,0,18873,5037,4178,154,1659,C_0661,A_0661,G_0661
A_0662,deleted,172.88,567,1,7.05,1,1,3.7,0,1,27.65,0,0,1,1,0,1,C_0662,A_0662,G_0662
A_0663,deleted,674.65,2297,328,23.83,610,132,243.42,2,1,70.66,0,3441,2013,1878,41,95,C_0663,A_0663,G_0663
A_0664,deleted,459.35,2855,6,3.47,7,2,7.21,2,117,559.44,0,117,45,25,0,9,C_0664,A_0664,G_0664
A_0665,deleted,175.24,619,5,2.13,21,45,91.61,6,15,200.33,0,4,59,10,0,2,C_0665,A_0665,G_0665
A_0666,deleted,311.03,1172,173,16.58,36,2,72.06,2,53,439.83,0,56,69,116,4,38,C_0666,A_0666,G_0666
A_0667,deleted,1934.12,10553,66,14.55,209,7,94.4,1,1,62.24,0,1325,1088,1434,57,92,C_0667,A_0667,G_0667
A_0668,deleted,33.65,199,0,1.43,4,6,72.57,15,28,178.13,0,91,240,296,6,142,C_0668,A_0668,G_0668
A_0669,deleted,9.76,70,17,8.65,1,1,16.72,0,3,97.41,0,105,155,17,1,20,C_0669,A_0669,G_0669
A_0670,blocked,0.01,0,0,1.04,0,1,3.75,0,2,229.0,0,0,1,1,0,0,C_0670,A_0670,G_0670
A_0671,deleted,55.81,340,17,10.59,7,1,9.41,1,6,279.21,0,51,138,3,0,1,C_0671,A_0671,G_0671
A_0672,deleted,522.5,2724,35,6.68,70,73,117.27,8,114,517.91,0,18,516,5575,68,156,C_0672,A_0672,G_0672
A_0673,deleted,1957.6,9685,337,16.76,433,71,74.02,5,524,1180.53,0,1832,2210,1388,48,328,C_0673,A_0673,G_0673
A_0674,blocked,728.76,3595,197,15.19,55,29,47.16,7,1,55.98,0,1315,295,95,2,31,C_0674,A_0674,G_0674
A_0675,deleted,14.37,69,21,13.28,9,1,45.64,1,1,98.16,0,1023,460,542,3,9,C_0675,A_0675,G_0675
A_0676,deleted,79.92,324,4,8.19,6,1,43.49,11,25,330.71,0,321,497,766,10,10,C_0676,A_0676,G_0676
A_0677,deleted,522.17,2302,33,6.36,143,15,75.82,17,129,652.73,0,560,750,72,3,202,C_0677,A_0677,G_0677
A_0678,deleted,4112.55,22864,396,22.17,1243,35,47.88,25,10,91.05,0,9373,5263,4379,122,426,C_0678,A_0678,G_0678
A_0679,blocked,0.04,0,0,3.21,0,1,9.63,0,1,14.34,0,6,188,28,2,60,C_0679,A_0679,G_0679
A_0680,deleted,0.0,0,0,0.17,0,1,2.32,1,2,23.65,0,0,1,1,0,0,C_0680,A_0680,G_0680
A_0681,deleted,1182.0,6334,108,11.73,152,169,192.08,14,337,708.13,0,4825,4756,3279,162,515,C_0681,A_0681,G_0681
A_0682,deleted,44.46,100,9,11.75,35,1,30.63,0,2,147.14,0,213,363,154,4,63,C_0682,A_0682,G_0682
A_0683,deleted,186.36,1463,22,5.24,166,1,57.13,13,1,4.74,0,2010,663,64,2,17,C_0683,A_0683,G_0683
A_0684,deleted,79.37,208,0,2.74,0,2,70.35,3,1,22.44,0,24,148,10,1,5,C_0684,A_0684,G_0684
A_0685,blocked,293.44,1999,12,2.84,81,1,27.56,1,18,530.89,0,1,10,1,0,0,C_0685,A_0685,G_0685
A_0686,blocked,343.06,1054,1,7.52,3,1,38.85,2,54,456.68,0,995,735,588,9,69,C_0686,A_0686,G_0686
A_0687,blocked,67.87,224,40,6.69,43,5,58.62,3,1,106.7,0,403,980,751,18,196,C_0687,A_0687,G_0687
A_0688,deleted,1151.23,6105,36,8.97,19,2,40.83,7,85,597.98,0,343,970,694,36,417,C_0688,A_0688,G_0688
A_0689,deleted,43.66,136,0,3.73,1,8,112.92,1,2,415.48,0,293,402,85,37,20,C_0689,A_0689,G_0689
A_0690,deleted,282.59,1755,3,2.74,2,1,48.1,1,13,207.14,0,9,502,327,30,264,C_0690,A_0690,G_0690
A_0691,deleted,282.67,1527,31,9.82,30,86,108.82,5,33,528.4,0,1789,1201,1099,19,344,C_0691,A_0691,G_0691
A_0692,deleted,77.19,433,92,5.78,43,51,51.76,8,13,159.28,0,310,1498,1857,65,331,C_0692,A_0692,G_0692
A_0693,blocked,495.72,3392,0,1.46,1,16,46.94,18,1,99.92,0,0,7,1,0,0,C_0693,A_0693,G_0693
A_0694,blocked,59.57,121,3,8.61,5,1,8.72,1,1,100.48,0,2,6,1,0,22,C_0694,A_0694,G_0694
A_0695,deleted,86.0,287,1,9.26,0,1,0.4,0,1,58.43,0,49,413,407,4,7,C_0695,A_0695,G_0695
A_0696,deleted,324.14,2199,21,8.67,98,3,72.28,2,5,189.83,0,97,332,154,5,39,C_0696,A_0696,G_0696
A_0697,deleted,514.44,2014,48,10.41,58,32,131.11,10,1,18.53,0,57,1998,1073,16,42,C_0697,A_0697,G_0697
A_0698,deleted,0.1,0,0,3.79,0,1,36.43,4,1,11.05,0,77,582,352,26,124,C_0698,A_0698,G_0698
A_0699,blocked,261.0,1668,5,2.67,1,12,35.25,4,41,231.71,0,94,336,333,48,241,C_0699,A_0699,G_0699
A_0700,blocked,2.9,4,18,8.0,3,1,5.32,7,1,164.24,0,1,7,1,0,0,C_0700,A_0700,G_0700
A_0701,blocked,111.47,607,6,3.32,13,23,105.57,5,1,65.04,0,44,18,1,0,17,C_0701,A_0701,G_0701
A_0702,deleted,30.89,207,4,5.92,17,1,12.4,8,60,565.38,0,0,16,24,2,12,C_0702,A_0702,G_0702
A_0703,deleted,0.04,0,0,5.94,0,1,3.59,0,1,6.31,0,0,1,1,0,20,C_0703,A_0703,G_0703
A_0704,blocked,1304.14,6998,93,15.4,224,54,196.7,2,1,4.97,0,1035,1247,1724,65,286,C_0704,A_0704,G_0704
A_0705,deleted,2247.37,12940,17,8.6,12,1,26.86,6,39,414.11,0,244,519,81,3,82,C_0705,A_0705,G_0705
A_0706,deleted,674.1,1932,3,3.61,2,3,17.6,8,500,1061.67,0,10,141,73,7,47,C_0706,A_0706,G_0706
A_0707,deleted,1101.0,6227,8,0.8,1,189,99.78,23,14,475.94,0,18,389,607,56,293,C_0707,A_0707,G_0707
A_0708,deleted,5.19,32,15,11.3,22,1,0.55,4,1,159.82,0,9,7,1,0,0,C_0708,A_0708,G_0708
A_0709,deleted,15.37,26,1,4.41,1,21,51.3,13,5,274.37,0,24,4,2,0,3,C_0709,A_0709,G_0709
A_0710,deleted,2.37,8,0,1.6,0,1,43.68,3,1,88.59,0,0,3,1,0,0,C_0710,A_0710,G_0710
A_0711,deleted,51.36,348,5,1.63,1,9,62.93,23,1,127.41,0,0,16,2,0,3,C_0711,A_0711,G_0711
A_0712,blocked,0.05,0,0,1.56,0,1,30.89,1,1,61.31,0,0,84,130,0,2,C_0712,A_0712,G_0712
A_0713,deleted,5544.46,35224,219,12.22,809,76,179.09,30,294,573.92,0,61,176,36,2,96,C_0713,A_0713,G_0713
A_0714,deleted,0.04,0,0,2.29,0,1,1.31,2,1,96.23,0,0,3,3,0,20,C_0714,A_0714,G_0714
A_0715,deleted,2951.06,15324,25,9.02,12,1,15.19,4,1,55.55,0,2399,924,68,11,100,C_0715,A_0715,G_0715
A_0716,deleted,259.04,1021,11,6.66,4,1,30.97,1,105,398.4,0,18,54,6,1,21,C_0716,A_0716,G_0716
A_0717,deleted,3989.67,24759,73,2.84,247,65,47.34,12,6,214.19,0,7156,5441,6214,214,1262,C_0717,A_0717,G_0717
A_0718,deleted,670.35,3359,54,7.41,69,1,13.9,3,1,1.79,0,162,101,4,3,6,C_0718,A_0718,G_0718
A_0719,deleted,124.36,676,53,8.4,76,46,105.65,7,4,107.58,0,813,1968,1967,87,120,C_0719,A_0719,G_0719
A_0720,blocked,372.87,2401,4,3.96,17,1,16.98,2,406,1176.44,1,1483,400,734,31,122,C_0720,A_0720,G_0720
A_0721,deleted,14.8,85,9,4.62,0,1,3.14,2,3,64.79,0,2,2,1,0,0,C_0721,A_0721,G_0721
A_0722,blocked,152.72,946,0,0.25,0,1,45.13,0,49,408.92,0,0,1,1,0,0,C_0722,A_0722,G_0722
A_0723,blocked,3.8,15,3,7.61,28,1,34.9,0,1,165.7,0,5,24,10,7,14,C_0723,A_0723,G_0723
A_0724,deleted,1352.61,7977,134,14.08,101,1,4.02,4,3,147.91,0,2136,631,91,4,210,C_0724,A_0724,G_0724
A_0725,deleted,23.22,54,11,6.89,21,1,0.22,12,1,2.02,0,423,772,1039,96,864,C_0725,A_0725,G_0725
A_0726,deleted,7.03,41,2,6.79,2,1,4.11,1,16,260.69,0,8,4,2,0,0,C_0726,A_0726,G_0726
A_0727,deleted,198.19,997,11,6.73,33,3,41.26,16,1,90.33,0,36,203,13,9,25,C_0727,A_0727,G_0727
A_0728,blocked,751.45,5895,138,7.51,60,113,118.26,12,9,84.59,0,372,2814,1150,21,160,C_0728,A_0728,G_0728
A_0729,deleted,479.6,3263,119,7.88,281,5,19.67,14,10,228.96,0,4551,2126,1383,36,429,C_0729,A_0729,G_0729
A_0730,deleted,1962.32,13657,54,8.04,31,11,47.71,10,1,0.19,0,50,645,997,25,207,C_0730,A_0730,G_0730
A_0731,active,214.37,709,3,6.24,2,1,8.42,3,1,64.57,0,396,106,15,0,0,C_0731,A_0731,G_0731
A_0732,deleted,42.74,131,0,0.88,0,108,130.34,14,59,324.81,0,1,13,4,0,4,C_0732,A_0732,G_0732
A_0733,deleted,48.79,309,0,2.4,0,1,15.76,1,1,210.29,0,4,104,7,0,22,C_0733,A_0733,G_0733
A_0734,deleted,3008.0,16079,262,11.59,873,275,115.32,9,5,300.17,0,4768,1248,335,9,124,C_0734,A_0734,G_0734
A_0735,deleted,313.87,1708,9,8.86,19,7,73.05,3,1,26.22,0,45,521,772,16,46,C_0735,A_0735,G_0735
A_0736,deleted,22.44,30,0,2.0,0,1,10.41,1,1,1.56,0,5,25,2,0,0,C_0736,A_0736,G_0736
A_0737,deleted,0.01,0,0,1.42,0,1,3.38,0,239,648.13,0,1,11,1,0,2,C_0737,A_0737,G_0737
A_0738,deleted,36.82,88,0,7.35,0,1,67.06,0,3,163.53,0,0,19,34,0,43,C_0738,A_0738,G_0738
A_0739,deleted,7743.57,45326,206,7.54,376,62,154.92,17,6,242.62,0,3894,691,88,32,69,C_0739,A_0739,G_0739
A_0740,deleted,2020.54,12153,456,14.26,838,159,169.15,18,4,214.54,0,7314,5322,3982,176,1400,C_0740,A_0740,G_0740
A_0741,deleted,1.25,2,11,5.6,1,10,29.57,2,6,318.7,0,0,38,4,0,3,C_0741,A_0741,G_0741
A_0742,deleted,126.92,443,4,6.0,22,2,68.09,7,1,4.53,0,80,291,90,3,42,C_0742,A_0742,G_0742
A_0743,deleted,1182.87,5776,295,16.89,463,165,83.95,5,1,243.0,0,1015,321,832,24,203,C_0743,A_0743,G_0743
A_0744,deleted,4397.32,21112,243,20.65,361,42,108.49,14,1,8.7,0,2204,728,1562,34,59,C_0744,A_0744,G_0744
A_0745,blocked,439.86,1944,3,6.12,16,1,16.65,11,1,2.38,0,591,1025,164,3,162,C_0745,A_0745,G_0745
A_0746,deleted,2.72,14,7,4.98,7,2,15.08,4,2,267.33,0,153,422,828,7,82,C_0746,A_0746,G_0746
A_0747,deleted,269.76,1390,39,9.23,17,1,27.24,11,1,57.16,0,54,205,35,1,27,C_0747,A_0747,G_0747
A_0748,deleted,0.13,0,1,4.53,2,1,13.14,7,2,58.24,0,0,16,2,0,3,C_0748,A_0748,G_0748
