group_name,status,budget_total,budget_daily,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,group_id,target_price,strategy,campaign_id
Россия - ж 25-34 - EMIN - Жизнь игра - более 7 (скрытые),blocked,-,1000,23.43,174,1,0.54,12,1,1.02,1,8,70.43,0,70,21,5,7,0,8401942,Цена кампании,-,17101237
ж 19-35 - Serdtse_ne_igrushka - Asammuell - Грустные глаза (скрытые) - базы треки,deleted,-,10000,16113.48,71473,698,21.36,1054,505,67.1,5,66,251.67,0,14633,1963,1495,736,160,6270201,1,Минимальная цена,17851119
Россия - м 25-44 - EMIN - Жизнь игра - более 6 (скрытые),deleted,-,1000,250.67,959,13,0.67,91,16,20.81,22,181,339.67,0,1798,439,319,87,75,141795,Авто,Минимальная цена,17529525
м 18-24 (2) - подписчики - Сателлит - Под бой курантов (скрытые),deleted,-,Бюджет кампании,180.19,956,1,1.77,1,10,9.38,1,0,19.55,0,1104,293,237,80,6,11247478,Цена кампании,-,15854870
Копия Alex Andreev - мж 18-34 - базы - SAYAN - Закрой мои глаза (скрытые) - ролик,blocked,-,300,7852.35,33201,46,1.22,71,522,175.07,7,285,663.79,0,2310,550,587,505,53,8445885,Авто,Минимальная цена,19078001
Копия ролик 3 - мж 18-44 - более 8 - Idris & Leos - Я тобой болен (скрытые),blocked,-,3000,9384.56,50480,390,25.94,649,191,50.24,14,0,40.94,0,9368,1388,679,385,25,11242552,Авто,Минимальная цена,19288072
ж 18-24 - подписчики - EMIN - Зима (скрытые),deleted,-,Бюджет кампании,240.03,827,16,6.38,153,46,115.18,2,0,13.34,0,941,177,44,52,3,7383798,Цена кампании,-,15392922
"Копия ролик 1 - ж 35-44 - слушатели - HAMMALI - Мой дом там, где ты (скрытые)",blocked,-,500,732.15,4810,107,5.78,430,74,26.9,3,347,864.77,0,1408,209,317,126,17,10643123,Авто,Минимальная цена,18922290
м 17-24 - слушатели - Idris и Leos - Боль и страх (скрытые),deleted,-,1000,1241.63,11503,222,4.38,599,562,169.15,13,1,18.84,0,17630,5249,1796,944,201,4403751,Авто,Минимальная цена,15779672
ж 25-34 - подписчики - ALEX ANDREEV - I love you (скрытые),deleted,-,1000,477.38,2156,59,0.78,615,1416,61.31,3,0,53.52,0,3544,865,1250,2056,245,11383755,Авто,Минимальная цена,16086026
м 45-55 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,10000,331.64,1236,30,3.26,207,1148,136.7,2,2,40.84,0,1085,157,36,103,5,11640261,Авто,Минимальная цена,15780869
Влад Май - мж 12-44 - слушатели - DAKENA - Гирлянда (скрытые),deleted,-,500,3827.92,20883,79,12.25,344,2,17.72,1,455,1065.34,0,11512,2466,1711,1098,249,1430409,Авто,Минимальная цена,15854870
базы (позитив) - мж 16-45 - Эллаи - Всех дороже (скрытые) - ролик,blocked,-,3000,2418.16,7022,26,23.31,53,29,106.81,0,2,48.69,0,8195,527,448,514,39,8422358,Авто,Минимальная цена,18806414
Антон Героев - мж 19-35- слушатели - NITI DILA - Мне тепло с тобою,deleted,-,5000,708.16,2240,29,8.36,154,149,78.9,0,0,4.76,0,76,29,13,3,0,5204652,Авто,Минимальная цена,16114268
Бабек Мамедрзаев - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,Бюджет кампании,1317.91,6537,44,0.91,270,1070,113.92,22,4,74.36,0,2099,327,301,310,51,2384831,Авто,-,15934623
Мохито 6+ - подписчики - Мохито - Перед рассветом (Remix) (скрытые),deleted,-,Бюджет кампании,8151.36,45203,922,27.97,1548,225,137.25,3,281,658.14,0,17310,3455,1775,576,145,7002580,Авто,Минимальная цена,16151500
Копия Марат Пашаян - мж 18-44 - Tural Everest - Верный друг (скрытые),deleted,-,-,1327.48,4722,11,3.24,63,10,46.5,0,0,10.31,0,747,50,10,2,0,5676559,Авто,Целевая цена,16013576
Эллаи - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),blocked,-,1000,26.46,62,0,0.08,1,1,8.55,0,28,235.56,0,1,0,1,1,0,14023676,4,Минимальная цена,18775766
TASHA LO - мж 24-50 - МУЗА - На грани (скрытые) слушатели + похожие,deleted,-,500,10685.22,54861,102,12.01,602,191,121.44,2,159,562.5,0,13539,1901,793,774,24,13296907,Авто,Минимальная цена,16393657
ж 29-45 - слушатели - Виктор Антонов - Мама (скрытые),active,-,3000,822.78,2688,48,6.51,353,260,95.12,3,0,7.24,0,5449,885,888,345,93,2206373,Авто,Минимальная цена,17529525
Кэри Найс - мж 25-44 - слушатели - DAKENA - Гирлянда (скрытые),deleted,-,100,3.45,15,0,0.29,2,2,9.72,0,53,385.4,0,1,0,1,1,0,15064529,Цена кампании,Минимальная цена,15780869
"м 18-44 - базы (позитив) - SEREBRO - Кто я для тебя - Россия, Беларусь, Казахстан (скрытые)",deleted,-,Бюджет кампании,599.5,1520,4,0.31,295,140,40.43,7,44,466.14,0,166,19,168,352,47,14898305,Авто,-,17098232
"мж 19-35 - более 5 - Idris & Leos - SHAMI, Idris & Leos - Ты не одна - базы (скрытые)",deleted,-,550,5085.36,21420,91,14.51,231,121,65.31,1,408,914.49,0,7114,644,713,951,104,14088325,Авто,Целевая цена,16864173
Россия - м 25-44 - EMIN - Жизнь игра - более 7 (скрытые),deleted,-,1000,30.52,140,27,1.11,106,160,31.98,11,34,168.12,0,39,13,101,197,47,1903406,Цена кампании,-,17473933
ALIB - мж 24-55 - базы (позитив) - Сателлит/Виктор Антонов - Улетаю домой (скрытые) - ролик,deleted,-,3000,573.59,1048,20,7.45,344,44,44.4,4,0,4.37,0,27,12,10,5,0,3946735,Авто,Минимальная цена,18915723
"м 24-45 - Не рассказывай никому - Bahh Tee - Не плачь, мам (скрытые)",deleted,-,200,43.7,225,2,1.89,58,2,34.78,0,0,0.93,0,1365,1055,535,538,88,9814044,Авто,Минимальная цена,17691132
мж 35-45 - слушатели - Эллаи - Всех дороже (скрытые) - обложка,blocked,-,300,4118.95,20331,518,10.1,696,625,140.51,23,0,2.17,0,9882,1686,773,802,143,12184400,Цена кампании,Минимальная цена,18806414
м 16-18 - слушатели - Grivina - Цепляет (скрытые),blocked,-,1000,73.43,235,0,0.54,1,2,3.03,0,0,0.98,0,455,67,26,36,10,14964613,Авто,Минимальная цена,18425848
"HAMMALI & NAVAI - ж 19-24 - слушатели - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",blocked,Бюджет кампании,1000,189.75,675,1,0.17,8,191,14.36,13,4,55.62,0,90,24,15,42,25,4335351,Авто,-,16013955
ж 45-54 - подписчики  - EMIN - Зима (скрытые),deleted,-,1000,185.14,1626,109,3.62,340,827,90.72,9,71,228.27,0,1995,949,998,656,56,8670610,Авто,Минимальная цена,15780869
KULIKOVA - мж 25-44 - DAKENA - Стань моим (скрытые) - похожие,deleted,-,100,221.13,918,1,0.86,62,105,50.48,5,7,144.41,0,74,4,5,9,0,12564756,Авто,Минимальная цена,17543405
Xassa,deleted,-,1000,10566.03,53840,663,15.84,1326,979,105.99,22,29,143.68,1,26879,4158,2070,1845,627,3162913,Авто,Минимальная цена,16393657
Копия ж 19-35 - Eto_ne_khit - Asammuell - Грустные глаза (скрытые) - базы треки,deleted,-,2000,2834.5,13445,464,15.91,755,172,69.63,7,0,0.73,0,1436,499,742,997,29,3457703,Авто,Минимальная цена,17715427
"мж 29-35 - более 3 - Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",deleted,-,1000,1054.38,4630,162,8.42,46,84,35.22,13,475,1018.56,0,864,1174,264,116,79,10202574,Авто,Минимальная цена,16386325
Руслан Добрый - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),active,-,1000,13.38,37,2,0.17,65,89,14.17,14,0,4.25,0,111,14,36,24,4,1436380,Авто,Минимальная цена,19078001
VESNA305 - мж 24-55 - базы (позитив) - Сателлит/Виктор Антонов - Улетаю домой (скрытые) - аним,blocked,-,5000,383.72,1621,103,8.14,480,1717,338.4,0,0,2.2,0,235,94,19,29,1,15451198,Авто,Минимальная цена,18933081
Idris & Leos - Синан чов 13 ID:1031575875,deleted,-,300,89.53,567,12,11.21,219,5,51.75,1,0,10.04,0,3110,670,494,255,7,11336164,Авто,Минимальная цена,15227144
"HAMMALI & NAVAI - м 24-45 - слушатели - СНГ - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)  - слушатели",deleted,-,3000,236.27,658,21,15.33,22,1,12.64,1,134,676.54,0,4294,457,334,190,17,16713093,Авто,Минимальная цена,16980192
ж 35-44 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,1000,3044.23,17141,109,4.91,462,342,55.73,10,26,288.22,0,524,256,195,99,11,16169642,Авто,Минимальная цена,16147082
25.11.19_РЕТ_DAKENA_DAKENA_15188833_Бразис_123209903,deleted,-,Бюджет кампании,486.27,3454,267,8.11,975,66,45.64,6,179,557.7,0,2182,791,401,472,66,5554934,Авто,Минимальная цена,15186981
Александр Панайотов,blocked,-,923,7016.94,34304,636,29.91,760,58,45.11,7,2,71.13,0,15303,3228,2591,2265,589,8198334,Авто,Минимальная цена,19333255
ролик 3 - мж 18-44 - более 5 - Idris & Leos - Я тобой болен (скрытые),active,-,3000,5303.32,27938,284,18.5,485,344,131.49,5,5,70.27,0,14094,3144,2546,2580,417,3021777,Авто,Минимальная цена,19246711
м 45-55 - слушатели - Сателлит feat. Рина - По следам любви (скрытые),deleted,-,600,109.62,547,0,0.04,3,207,52.71,10,19,126.57,0,76,4,14,23,2,9652791,Цена кампании,Минимальная цена,16422522
Сообщества - мж 18-50 - DAKENA - Гирлянда (скрытые),deleted,-,300,880.47,1887,36,7.29,414,73,60.97,5,132,359.62,0,3505,270,269,219,0,4824988,Авто,Целевая цена,15406380
"ж 24-28 - SHAMI - слушатели - SHAMI, Idris & Leos - Ты не одна (скрытые)",deleted,-,Бюджет кампании,314.51,1651,4,0.27,11,40,8.27,7,0,23.41,0,31,4,9,3,0,16536362,Цена кампании,-,17068818
STRUNOV - ж 35-44 - слушатели - Сателлит feat. Рина - По следам любви (скрытые),blocked,-,100,5541.41,20334,245,29.61,502,94,133.31,11,1,20.48,0,3199,1509,692,351,64,15505226,Цена кампании,Минимальная цена,16386325
мж 25-34 - слушатели - HOVO - Снег (скрытые),deleted,-,Бюджет кампании,0.0,0,0,0.0,1,1,60.51,0,135,612.56,0,1,0,1,1,0,7554333,Авто,Минимальная цена,16013576
"мж 19-35 - более 3 - Idris & Leos - SHAMI, Idris & Leos - Ты не одна - базы (скрытые)",deleted,-,1000,1069.49,5445,3,1.16,23,61,41.72,1,0,1.44,0,1293,109,152,31,25,12626261,Авто,-,17101237
"мж 24-28 - Те100стерон - Те100стерон, DJ DimixeR - Это не женщина 2.0 (скрытые)",active,-,600,20.87,212,1,0.17,5,85,21.08,0,0,15.51,0,28,5,4,2,0,2980249,Авто,Минимальная цена,17814578
KULIKOVA - ж 25-44 - слушатели - DAKENA - Радиоэфир (скрытые),deleted,-,3000,336.97,1881,9,3.36,391,128,108.39,5,1,85.68,0,9022,492,1341,1325,139,3262520,Авто,Минимальная цена,17721592
"Akmal' - ж 25-34 - слушатели - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",active,-,Бюджет кампании,8.23,42,1,0.09,76,25,47.55,3,0,26.84,0,18,3,1,1,0,15446573,Цена кампании,Минимальная цена,16422522
Solway - мж 16-28 - слушатели - Nasty Babe - Патрики (скрытые),deleted,-,3000,1915.83,10184,275,9.52,487,910,138.19,2,138,546.38,0,1368,491,190,138,7,16581324,Авто,Минимальная цена,16386012
Килджо,deleted,-,700,14601.62,66295,1233,65.77,1355,811,169.57,2,33,265.27,0,26730,4239,3353,2294,217,8669793,70,Минимальная цена,16463661
ж 18-44 - слушатели - DILARA - u wanna (скрытые) v3 - фрейм 1,deleted,-,10000,6014.93,30619,587,24.42,586,934,103.54,4,0,9.51,0,6295,1050,366,599,146,6245827,Авто,Минимальная цена,18915723
Idris & Leos - Стихи пламени 14 ID:1031501468,deleted,-,Бюджет кампании,323.12,2287,11,0.15,81,92,39.41,2,0,0.44,1,5214,429,549,534,13,10556377,Цена кампании,Минимальная цена,15210971
NEEL,deleted,-,300,8256.63,45675,530,10.86,1191,2034,260.14,41,0,29.93,0,22942,4175,1159,886,263,12828229,Цена кампании,Минимальная цена,15945334
ж 18-44 - подписчики (актив) - Эллаи - Моя любовь (скрытые),blocked,-,1000,2761.63,11234,151,9.99,132,537,82.88,11,2,47.75,0,379,286,103,31,14,6899348,Авто,Минимальная цена,18072089
мж 29-35 - более 5 - Turken - Лучше меня (скрытые),blocked,-,300,6795.22,27004,1189,44.23,1367,1055,115.57,18,0,1.35,0,20212,5599,4119,2625,702,15333601,Авто,-,18775766
"NARAR - мж 18-44 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,300,235.87,1938,5,0.34,59,5,14.71,2,0,15.44,0,784,13,51,17,0,7216626,Цена кампании,-,16975489
Harddope - м 18-44 - слушатели - DILARA - u wanna (скрытые) v3 - фрейм 2,deleted,-,6300,1741.15,7476,36,1.92,354,280,32.6,3,0,2.37,0,1308,277,110,30,0,5265834,Авто,Минимальная цена,18930615
ж 25-34 - подписчики - Сателлит feat. Рина - По следам любви (скрытые),deleted,-,4000,2643.73,12694,325,9.9,532,1252,88.69,25,0,24.02,0,1067,227,121,132,2,2793359,Авто,Минимальная цена,16422522
25.11.18_DAKENA_Спишь?_15146861_Medkova_123171569,deleted,-,1000,0.52,2,0,0.0,2,1,2.43,0,75,351.91,0,14,1,1,1,0,3462775,Авто,-,15186981
"Idris & Leos - ж 18-34 - базы - SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые) - ролик",deleted,-,300,1249.72,6420,73,0.1,667,1575,168.01,38,0,14.96,0,1694,404,1452,2428,510,11904607,Авто,-,18915723
Hammali & Navai - ж 35-44 - слушатели - HAMMALI - Нитками (скрытые),deleted,-,100,9588.68,44903,464,23.24,310,459,116.11,0,52,182.24,0,22798,3885,1803,2610,325,2020657,Авто,Минимальная цена,17721592
Стас 5+_ж 29-45_Стас Михайлов_Летай_ЦД (музыка),deleted,-,1000,1658.24,6107,186,20.28,308,141,68.32,10,62,252.32,0,9762,1847,1672,1454,256,1636838,Авто,Минимальная цена,15406448
"ж 36-45 - более 2 - Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",deleted,-,-,5615.62,19185,574,15.92,2191,1527,168.38,19,0,9.41,0,25884,4468,1633,472,107,2451119,Авто,Минимальная цена,16864173
Spitakci Hayko - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,1000,80.34,360,14,0.78,255,29,6.34,8,93,266.23,0,19,11,5,1,0,3306575,Авто,Минимальная цена,15936833
м 18-20 - подписчики - Руки Вверх! - Новый год (скрытые),deleted,-,5000,226.03,809,220,12.41,380,86,36.58,4,23,144.36,0,794,1043,382,219,31,12897038,Цена кампании,Минимальная цена,15406380
"Khan - мж 18-44 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,2000,2328.22,8837,468,15.83,923,1100,136.5,6,33,158.6,0,8272,1193,768,1394,272,12395773,Авто,Минимальная цена,16417876
DAKENA_Спишь?_ЦД_AURANA,deleted,-,300,779.24,2434,59,3.66,856,516,117.37,4,981,1820.15,0,4180,912,94,112,14,9925479,Авто,Минимальная цена,15210980
Краски - мж 45-54 - Руки Вверх! - Новый год (скрытые),deleted,-,1000,35.83,171,2,0.12,19,8,5.24,5,14,209.3,0,1,0,1,1,0,8155089,Авто,Минимальная цена,15780869
EMIN - Тихий океан 10 ID:1031235679,deleted,-,1000,6408.34,33559,356,4.73,864,775,95.72,18,303,522.52,0,20520,2714,2183,1919,26,7485785,Авто,Минимальная цена,15211086
ж 25-34 - подписчики - Артур Пирожков-Чат ДжиПиТи (скрытые),deleted,-,100,5219.2,31349,73,4.04,9,84,19.47,13,1,15.55,0,9833,883,364,645,101,16707229,Цена кампании,-,15934623
Kosmal,deleted,-,500,8013.82,35129,428,13.35,985,703,149.0,20,463,667.47,0,38796,7034,4562,2253,556,3363790,Авто,Минимальная цена,16386012
ж 19-45 - базы (позитив) - Bahh Tee - Спасибо (скрытые),blocked,-,Бюджет кампании,175.51,568,154,19.67,137,33,62.87,1,0,31.2,0,1346,357,255,48,6,4974099,Авто,-,18071275
"Копия Эллаи - ж 18-34 - базы - SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые) - ролик",blocked,-,1000,5463.29,24207,403,14.91,931,44,50.16,10,2,57.55,0,8706,2000,1267,599,148,2064321,Авто,Минимальная цена,18805975
EMIN - Такие приходят однажды 7 ID:1031617306,deleted,-,200,94.86,449,11,2.44,66,231,131.72,2,18,221.4,0,2508,694,1626,2103,237,15200868,Цена кампании,-,15210978
м 18-24 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,500,683.17,4444,2,0.22,36,26,33.42,10,30,215.15,0,289,4,2,2,0,10638568,Цена кампании,-,15777935
Гузель Хасанова - мж 24-55 - базы (позитив) - Сателлит/Виктор Антонов - Улетаю домой (скрытые) - ролик,blocked,-,300,2041.57,9969,116,12.3,283,261,25.39,8,0,0.01,0,2441,729,567,205,3,1423962,Авто,Минимальная цена,18679625
м 35-44 - слушатели - ALEX ANDREEV - Кавказский груз,deleted,-,-,6.95,12,5,4.19,59,28,94.88,0,7,134.0,0,223,29,121,150,13,5075563,Цена кампании,Целевая цена,15934623
Сателлит - ж 35-44 - слушатели - Виктор Антонов - Крепко обнять (скрытые),deleted,-,6000,24348.03,108867,2155,47.75,4747,2552,327.86,27,26,130.81,0,68197,11508,5022,6121,1217,12801106,Авто,Минимальная цена,17814578
Киоссе - мж 25-44 - DAKENA - Стань моим (скрытые) - похожие,blocked,-,200,211.53,755,37,2.46,188,313,77.81,0,579,957.55,0,305,197,559,995,117,2171300,Авто,Целевая цена,16725427
мж 29-35 - более 5 - Turken - Лучше меня (скрытые),deleted,-,600,1970.15,8437,83,17.64,182,172,173.31,3,0,5.07,0,14168,1373,733,505,13,9358917,Авто,Минимальная цена,18425848
Idris & Leos - Стихи пламени 3 ID:1031501468,deleted,-,1000,1187.16,6478,64,2.0,162,217,39.93,10,202,571.31,0,927,498,416,836,151,8305296,Авто,Минимальная цена,15188833
Холла - мж 25-54- слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,500,64.63,257,1,0.13,12,4,4.84,5,682,1454.84,0,10,1,3,26,2,58469,Авто,-,15854870
White Boy X - мж 16-28 - слушатели - Nasty Babe - Патрики (скрытые),deleted,-,2000,366.22,1205,115,4.61,228,59,32.83,3,127,201.62,0,3400,485,1114,1118,249,15818324,Авто,Минимальная цена,16114268
KUPTSOVA - мж 25-50 - МУЗА - На грани (скрытые) слушатели + похожие,deleted,-,1000,3780.39,18501,626,15.84,824,378,22.12,38,5,96.26,0,5578,3081,1035,1511,248,12922847,Авто,Минимальная цена,16975721
Gayo - мж 18-44 - Tural Everest - Верный друг (скрытые),deleted,-,2000,2962.07,13641,44,0.8,633,377,80.6,4,3,77.62,0,16880,1602,1717,1664,155,549991,Авто,-,16013955
ZEIN - мж 25-44 - слушатели - DAKENA - Гирлянда (скрытые),deleted,Бюджет кампании,2000,706.16,4146,81,2.48,360,182,45.58,20,6,97.96,0,1480,504,369,1016,76,1599160,Авто,Минимальная цена,15934471
BADI - мж 18-44 - Tural Everest - Верный друг (скрытые),deleted,-,2000,22.97,129,1,2.79,1,7,13.1,1,2,80.11,0,285,29,65,43,0,16579428,Авто,Минимальная цена,16393657
ж 18-44 - слушатели - DILARA - u wanna (скрытые) v3 - фрейм 2,blocked,-,300,5.75,37,1,0.71,2,132,119.3,3,0,8.89,0,33,26,83,7,13,2640154,Авто,Минимальная цена,18814308
Курбан Гусайханов - мж 18-44 - Руслан Добрый - Верный друг (скрытые),deleted,-,1000,307.99,2036,4,0.23,125,235,190.94,1,5,104.38,0,1875,307,664,543,31,631052,Цена кампании,-,15936833
мж 16-45 - более 8 - Idris & Leos - Я тобой болен (скрытые) - ролик,blocked,-,2500,982.97,6093,7,0.21,35,144,16.68,9,61,192.47,0,7160,857,1300,886,73,10855927,Авто,Минимальная цена,18426281
ролик 2 - мж 18-44 - более 5 - Idris & Leos - Я тобой болен (скрытые),active,-,Бюджет кампании,0.03,0,0,0.0,2,11,49.03,1,2,29.09,0,1,0,1,1,0,12740118,Цена кампании,-,18922290
MAD,blocked,-,200,12.91,75,70,6.06,615,1379,174.11,13,3,42.19,0,4952,1429,1726,1644,383,465346,Авто,Минимальная цена,15211086
Копия TURAL EVEREST - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),blocked,-,4000,1241.76,6744,21,7.65,14,1,7.5,0,4,79.39,0,1509,242,118,37,4,4209572,Авто,Минимальная цена,19258475
EMIN 6+ - мж 18-24 - EMIN - Зима (скрытые),deleted,-,Бюджет кампании,34.65,284,10,6.48,12,3,69.96,0,15,51.71,0,871,60,94,12,0,4565596,Авто,-,15406380
м 14-18 - The Limba – Винчестер - слушатели - Россия (скрытые),blocked,-,Бюджет кампании,621.41,2833,133,16.07,558,526,137.64,5,3,78.37,0,1936,353,303,319,55,4488932,Цена кампании,Целевая цена,16976150
м 45-55 - подписчики - Артур Пирожков-Чат ДжиПиТи (скрытые),deleted,-,1000,2864.36,11925,37,4.58,128,413,47.49,10,55,388.57,0,11361,895,1044,431,159,9086635,Авто,Минимальная цена,15935617
Россия - мж 25-44 - EMIN - Жизнь игра - Милая (скрытые),blocked,-,Бюджет кампании,0.0,0,0,0.0,1,1,0.54,1,45,107.17,0,1,0,1,1,0,1664929,Авто,-,18072397
более 5 - мж 24-35 - Idris и Leos - Боль и страх (скрытые),deleted,-,300,18.67,119,0,0.0,2,15,4.38,6,515,950.27,0,2,0,1,1,0,8601520,Авто,-,16014168
EMIN 5+ - мж 45-54- EMIN - Зима (скрытые),deleted,-,1000,1153.14,6810,13,0.38,169,235,64.85,17,231,599.01,0,2617,505,9,8,0,13290593,Авто,Минимальная цена,15406448
"Khan - мж 18-44 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,2000,1076.94,4009,0,0.85,18,14,14.28,4,108,507.25,0,306,41,24,10,0,8755105,Цена кампании,Минимальная цена,16980192
Копия Javani - мж 18-34 - базы - SAYAN - Закрой мои глаза (скрытые) - обложка,active,-,300,122.64,614,19,5.23,16,1,23.51,6,0,43.39,0,110,35,33,36,11,14506378,Авто,-,19333255
мж 24-55 - слушатели - Сателлит - Улетаю домой (скрытые) - ролик,deleted,-,300,0.37,1,0,0.15,4,1,25.06,0,0,17.41,0,7,0,1,1,0,126308,Цена кампании,Минимальная цена,18933081
hammali - мж 18-45 - базы - Виктор Антонов - Крепко обнять (скрытые),deleted,-,3000,12961.03,55338,556,36.4,599,21,74.19,0,20,176.73,0,3471,916,284,492,41,9512704,Авто,Минимальная цена,18425848
м 35-44 (2) - слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,200,733.69,3602,88,11.34,145,52,33.2,2,263,664.42,0,3957,973,513,655,42,10535647,Авто,Минимальная цена,15780869
ж 18-24 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,300,789.89,3736,178,7.14,288,139,75.5,2,27,214.25,0,946,194,396,888,74,5068828,Авто,Минимальная цена,15792327
Kristian - мж 18-55 - слушатели - NAKHAT - На репите (скрытые),deleted,-,10000,7766.41,33511,457,23.84,1054,1147,194.51,26,1,23.16,0,37803,5011,2651,3491,441,3208601,Авто,Минимальная цена,16474486
"ж 18-44 - базы (позитив) - SEREBRO - Кто я для тебя - Россия, Беларусь, Казахстан (скрытые)",deleted,-,1000,3.02,8,0,2.6,2,1,6.14,0,0,0.88,0,16,7,2,2,0,16028715,Авто,Минимальная цена,16535629
Холла - мж 24-55 - базы (позитив) - Сателлит/Виктор Антонов - Улетаю домой (скрытые) - аним,blocked,-,300,229.84,667,0,0.98,2,5,12.78,4,0,0.66,0,244,15,4,3,0,15571914,Авто,Минимальная цена,18922290
EMIN 6+ - мж 18-24 - EMIN - Зима (скрытые),deleted,-,1000,5860.16,27697,290,4.11,1421,1449,165.55,17,336,678.82,0,6927,1216,247,57,32,6748731,Авто,Минимальная цена,15780869
25.11.19_DAKENA_Спишь?_15186981_Alena Letova_123204285,deleted,-,7000,153.04,315,58,4.43,461,496,111.87,4,324,673.89,0,17,16,4,4,0,2201668,Авто,Минимальная цена,15186981
Копия ж 19-35 - Vsem_dlya_tebya - Asammuell - Грустные глаза (скрытые) - базы треки,deleted,-,5000,373.11,1164,1,0.11,48,206,78.81,4,57,313.77,0,157,12,3,15,10,5164122,Авто,Целевая цена,18425848
25.11.18_DAKENA_Спишь?_15146861_Alena Letova_123170268,deleted,-,Бюджет кампании,35.67,208,9,0.03,548,938,63.05,8,264,796.02,0,346,372,144,55,9,13228846,Цена кампании,-,15146861
ж 25-34 - подписчики - ALEX ANDREEV - Кавказский груз,blocked,-,-,19.43,92,5,0.01,187,217,30.02,4,0,20.48,0,1,2,3,3,0,6467777,Цена кампании,Целевая цена,15945334
м 24-28 - The Limba – Винчестер - слушатели - Россия (скрытые),blocked,-,-,0.0,0,0,0.0,1,1,1.38,0,3,97.57,0,1,0,1,1,0,11145447,Цена кампании,-,16147082
KULIKOVA - ж 25-44 - слушатели - DAKENA - Радиоэфир (скрытые),blocked,-,2000,5698.63,21680,249,24.75,260,54,43.15,2,20,202.24,0,14609,2315,1858,1324,232,2029898,Авто,Минимальная цена,18302050
мж 24-55 - слушатели - Виктор Антонов - Улетаю домой (скрытые) - пик 1,blocked,-,150,45.65,275,16,5.71,22,24,86.42,0,1,75.69,0,79,16,3,2,0,7838952,Авто,-,18930615
Россия - ж 25-34 - EMIN - Жизнь игра - более 6 (скрытые),blocked,-,Бюджет кампании,3038.6,10950,490,22.39,649,452,131.46,9,50,164.25,0,3896,621,163,106,30,619453,Авто,Минимальная цена,18238334
EMIN - Такие приходят однажды 7 ID:1031617306,deleted,-,100,611.19,2042,7,2.35,50,2,91.62,0,463,716.8,0,400,17,2,2,0,7044210,Авто,-,15210980
ж 25-34 - слушатели - HAMMALI - Нитками (скрытые),blocked,-,1500,1433.49,3764,136,26.57,302,12,41.3,3,38,243.59,0,193,379,83,136,21,12833809,Авто,Минимальная цена,17814578
Премьерный,deleted,-,500,912.38,3185,187,17.18,831,800,125.26,0,19,239.25,0,2298,617,848,1022,30,9582599,Авто,-,15777935
м 18-24 - слушатели - Руки Вверх! - Новый год (скрытые),deleted,-,2000,1.57,18,1,0.02,37,372,75.79,26,21,182.79,0,2,0,1,1,0,13440283,Авто,Целевая цена,15779672
Группа 2025-12-26,deleted,-,300,2667.3,10987,26,7.48,123,81,43.47,4,79,199.5,0,8222,820,126,107,6,3512094,Авто,Минимальная цена,15936312
"ж 19-45 - базы (позитив) - Bahh Tee - Не плачь, мам (скрытые)",deleted,-,300,18611.44,82152,1104,37.49,2436,1343,200.45,14,59,350.08,0,13801,1737,752,948,347,1894818,Авто,Минимальная цена,17529525
LI ZA - м 20-35 - слушатели - MILAVA - Фиаско (скрытые),deleted,Бюджет кампании,2000,3707.74,12393,274,6.18,484,304,100.65,10,16,114.51,0,3587,1254,420,205,28,15494036,Авто,Минимальная цена,17473933
Копия ж 25-34 - базы (позитив) - SAYAN - Бросай курить (скрытые),blocked,-,20000,8340.26,32612,206,28.96,544,59,39.33,3,1,86.82,0,13816,1386,564,551,33,1383169,Авто,Минимальная цена,19288072
LI ZA - ж 20-35 - слушатели - MILAVA - Фиаско (скрытые),deleted,Бюджет кампании,1000,215.56,465,33,7.66,43,16,28.31,3,1,36.46,0,2,0,7,2,0,9262763,Авто,Минимальная цена,17543405
