campaign_name,status,budget_total,budget_daily,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,advertised_object,target_action,target_price,strategy
C_0217,deleted,Бюджет группы,380,0.05,449,6,2.55,7,5,0.25,1,0,27.1,0,630,54,6,8,9,C_0217,Музыка,Продвижение поста,Цена группы,-
C_0218,deleted,Бюджет группы,5000,7887.7,117847,3142,2.02,970,668,1.1,47,514,13497.77,0,19929,5695,2361,792,364,C_0218,Музыка,Старт прослушиваний,Цена группы,-
C_0219,blocked,-,Бюджет группы,1342.62,88027,1127,4.44,123,191,8.61,3,190,11610.43,0,18276,3244,680,128,220,C_0219,Сообщество и профиль Вконтакте,Продвижение поста,100,Минимальная цена
C_0220,deleted,Бюджет группы,1000,38908.68,213987,10102,27.15,5940,1327,325.57,3,0,4062.59,0,188400,47110,15310,18981,7466,C_0220,Музыка,Старт прослушиваний,Цена группы,-
C_0221,deleted,-,Бюджет группы,5031.69,84201,2829,4.97,2276,922,38.55,19,1,791.81,0,16828,6425,1430,189,633,C_0221,Музыка,Старт прослушиваний,100,-
C_0222,blocked,Бюджет группы,Бюджет группы,150000.0,531490,13456,56.04,8088,1356,262.31,12,0,213.05,0,355309,71531,27904,49364,14752,C_0222,Музыка,Старт прослушиваний,Цена группы,-
C_0223,active,Бюджет группы,-,4699.09,121636,2404,2.45,1216,1751,46.96,79,0,3.09,0,32756,9154,6382,1847,2272,C_0223,Музыка,Старт прослушиваний,Цена группы,-
C_0224,deleted,Бюджет группы,25000,0.02,108,6,0.0,165,171,0.58,1,0,88.33,0,0,0,1,0,0,C_0224,Музыка,Старт прослушиваний,Цена группы,-
C_0225,deleted,-,25000,5430.75,114901,3520,2.83,4653,986,51.27,41,189,13139.6,0,3635,1700,798,383,487,C_0225,Музыка,Показы рекламы,Авто,Минимальная цена
C_0226,deleted,-,Бюджет группы,69867.34,318757,15310,20.22,14345,2563,238.45,110,316,14252.7,0,136327,28272,9367,16383,5000,C_0226,Музыка,Старт прослушиваний,Цена группы,-
C_0227,deleted,Бюджет группы,Бюджет группы,65.8,3853,23,2.12,28,12,9.21,1,81,12795.34,0,42,28,2,0,1,C_0227,Музыка,Старт прослушиваний,Авто,-
C_0228,blocked,-,Бюджет группы,7475.75,95313,1073,1.5,2732,1216,72.49,35,0,8.94,0,60785,10926,6222,4848,3280,C_0228,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0229,deleted,Бюджет группы,-,68.24,8064,502,1.82,449,111,6.7,6,0,0.96,0,283,248,82,222,305,C_0229,Музыка,Старт прослушиваний,Цена группы,-
C_0230,deleted,-,Бюджет группы,0.0,8,1,0.2,1,1,0.12,1,0,3136.75,0,1,0,1,0,0,C_0230,Сообщество и профиль Вконтакте,Продвижение поста,Цена группы,-
C_0231,deleted,Бюджет группы,Бюджет группы,38414.03,242785,6437,12.18,5791,2017,91.14,36,0,9.31,0,105935,21395,12179,14624,6659,C_0231,Музыка,Старт прослушиваний,Цена группы,-
C_0232,deleted,-,408,11517.26,106135,505,11.72,14,83,2.98,1,0,2253.75,0,47406,6410,779,114,135,C_0232,Музыка,Старт прослушиваний,Цена группы,-
C_0233,deleted,-,-,75.84,4926,48,0.6,256,35,4.24,5,0,895.57,0,24,12,4,9,9,C_0233,Музыка,Старт прослушиваний,Авто,-
C_0234,blocked,Бюджет группы,Бюджет группы,23964.06,78467,1008,25.65,850,195,90.3,1,0,0.3,0,28116,4237,1607,1697,1325,C_0234,Музыка,Старт прослушиваний,Цена группы,-
C_0235,deleted,Бюджет группы,Бюджет группы,54969.43,235402,4798,33.92,1507,133,8.53,4,0,9031.68,0,150028,29132,7588,8610,3520,C_0235,Музыка,Старт прослушиваний,Цена группы,-
C_0236,deleted,Бюджет группы,-,48441.42,247109,7244,3.68,5259,1285,38.89,37,7,1155.27,0,36752,12682,5845,7916,3785,C_0236,Музыка,Старт прослушиваний,Цена группы,-
C_0237,deleted,Бюджет группы,8333,56216.63,267611,6495,16.78,1175,860,28.81,15,0,684.36,0,85612,17485,3455,1903,1101,C_0237,Музыка,Показы рекламы,70,Минимальная цена
C_0238,deleted,-,Бюджет группы,183.59,35484,269,0.24,326,947,9.64,114,0,2495.38,0,2771,740,562,160,266,C_0238,Музыка,Показы рекламы,40,Минимальная цена
C_0239,deleted,Бюджет группы,Бюджет группы,353.22,3456,129,11.35,172,19,20.75,1,0,17.27,0,4402,750,292,1862,293,C_0239,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0240,blocked,Бюджет группы,Бюджет группы,25321.71,119773,2734,48.75,276,327,61.93,1,0,3.69,0,156427,23147,7482,13205,2946,C_0240,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0241,active,Бюджет группы,Бюджет группы,103188.99,395600,9305,35.24,12866,1226,195.32,3,500,14215.5,0,231050,55293,28623,39354,12768,C_0241,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0242,deleted,-,Бюджет группы,34650.44,217585,5662,21.55,2501,498,156.89,4,141,12024.04,0,72785,10768,3874,14365,2990,C_0242,Музыка,Показы рекламы,100,Предельная цена
C_0243,blocked,Бюджет группы,Бюджет группы,17099.4,118141,5179,14.65,2832,1581,66.47,53,0,0.24,0,49727,12986,4947,10554,3459,C_0243,Музыка,Старт прослушиваний,Цена группы,-
C_0244,deleted,Бюджет группы,-,0.21,224,7,0.22,73,3,23.25,1,273,13665.99,0,3,3,3,5,2,C_0244,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Целевая цена
C_0245,deleted,Бюджет группы,Бюджет группы,15820.75,79665,2669,9.18,1473,110,21.02,6,10,3583.5,0,21392,6669,1056,4027,1220,C_0245,Музыка,Старт прослушиваний,97,Целевая цена
C_0246,deleted,Бюджет группы,Бюджет группы,128961.58,390123,11849,25.98,13648,2524,222.11,120,211,14331.95,0,247424,57650,18302,22246,7881,C_0246,Музыка,Старт прослушиваний,Цена группы,-
C_0247,deleted,Бюджет группы,Бюджет группы,3383.43,46715,246,6.78,22,66,3.39,1,72,4509.25,0,15024,2299,727,196,115,C_0247,Сообщество и профиль Вконтакте,Продвижение поста,Цена группы,-
C_0248,deleted,-,Бюджет группы,1005.07,57316,813,0.25,227,628,7.02,33,2,4990.0,0,11616,2041,888,750,362,C_0248,Музыка,Старт прослушиваний,100,-
C_0249,deleted,-,-,0.0,268,3,0.13,13,16,26.41,1,2,9669.26,0,0,0,1,0,0,C_0249,Сообщество и профиль Вконтакте,Продвижение поста,Авто,Минимальная цена
C_0250,deleted,1000,Бюджет группы,1.4,2297,72,0.57,599,230,20.15,3,0,567.13,0,39,47,17,31,161,C_0250,Музыка,Показы рекламы,Цена группы,-
C_0251,deleted,Бюджет группы,3500,150000.0,624695,19488,35.34,11757,2924,194.89,126,99,13288.02,0,241537,56427,26172,37289,15119,C_0251,Музыка,Старт прослушиваний,Цена группы,-
C_0252,blocked,Бюджет группы,Бюджет группы,5235.48,56711,723,5.32,229,417,4.78,12,0,0.01,0,63413,13205,1859,2236,378,C_0252,Музыка,Старт прослушиваний,Цена группы,-
C_0253,deleted,Бюджет группы,Бюджет группы,233.92,9745,376,4.67,264,284,24.85,1,0,166.59,0,5252,988,127,142,107,C_0253,Музыка,Старт прослушиваний,Цена группы,-
C_0254,deleted,-,Бюджет группы,0.12,1065,33,0.0,437,555,1.33,11,32,4654.12,0,5,4,7,0,3,C_0254,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Предельная цена
C_0255,deleted,Бюджет группы,Бюджет группы,14351.78,75465,634,11.43,308,177,31.41,24,0,0.01,0,41686,7380,1887,2228,1175,C_0255,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0256,blocked,Бюджет группы,39166,16.6,6542,417,7.38,600,273,24.64,6,0,1639.28,0,531,155,222,82,482,C_0256,Музыка,Старт прослушиваний,Цена группы,-
C_0257,deleted,-,408,774.7,25671,619,3.44,103,57,5.6,1,0,2172.19,0,1037,249,45,115,34,C_0257,Сообщество и профиль Вконтакте,Показы рекламы,70,Минимальная цена
C_0258,deleted,-,-,0.03,113,5,0.41,272,37,127.47,1,1017,14616.08,0,0,0,1,0,0,C_0258,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0259,deleted,Бюджет группы,5000,142.61,14604,376,2.44,512,314,31.62,1,0,4413.02,0,605,95,118,137,40,C_0259,Музыка,Продвижение публикации,Цена группы,-
C_0260,deleted,Бюджет группы,Бюджет группы,12996.35,86442,1615,9.55,304,183,17.44,2,2,5113.36,0,70292,11074,2365,1217,770,C_0260,Музыка,Показы рекламы,Авто,Целевая цена
C_0261,deleted,Бюджет группы,408,26429.86,185322,6312,14.02,6045,1231,172.59,1,18,7412.16,0,92853,29131,18753,22380,9764,C_0261,Музыка,Старт прослушиваний,18,-
C_0262,deleted,Бюджет группы,1000,121473.33,437425,10744,18.13,12966,2787,316.05,65,268,9271.24,0,159741,37632,16366,25401,5370,C_0262,Музыка,Старт прослушиваний,Цена группы,-
C_0263,blocked,Бюджет группы,380,131548.65,326677,7049,39.38,1573,877,270.55,2,1,3739.8,0,177466,29450,10126,16456,2878,C_0263,Музыка,Старт прослушиваний,Цена группы,-
C_0264,deleted,Бюджет группы,25000,266.19,38020,3033,4.04,2837,959,63.4,12,10,2352.25,0,14559,3439,2551,4328,1824,C_0264,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0265,deleted,Бюджет группы,Бюджет группы,21364.5,225955,11959,22.31,10818,799,166.27,60,19,7040.6,0,76003,20441,7727,17224,4424,C_0265,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Минимальная цена
C_0266,deleted,10000,Бюджет группы,1244.82,28524,1479,0.36,6370,1095,43.78,82,11,11622.06,0,17879,6586,1432,823,708,C_0266,Музыка,Старт прослушиваний,Авто,-
C_0267,deleted,3000,-,0.01,198,7,0.0,375,403,5.09,4,0,116.19,0,265,199,94,19,71,C_0267,Музыка,Старт прослушиваний,20,-
C_0268,blocked,Бюджет группы,Бюджет группы,150000.0,575550,10484,46.24,5567,1704,165.67,62,6,2337.8,0,470037,102549,40761,54131,13537,C_0268,Музыка,Старт прослушиваний,Цена группы,-
C_0269,blocked,Бюджет группы,Бюджет группы,33029.64,222348,7109,31.44,787,684,1.45,65,0,1.83,0,99764,14271,5018,7652,2810,C_0269,Музыка,Старт прослушиваний,Цена группы,-
C_0270,deleted,-,39166,17.02,3709,106,2.44,465,243,27.2,2,0,13.55,0,8,6,13,49,15,C_0270,Музыка,Показы рекламы,Цена группы,-
C_0271,deleted,-,500,17151.84,132500,2851,8.81,437,528,0.41,19,0,185.0,0,112807,21573,7282,4609,3729,C_0271,Музыка,Старт прослушиваний,17,Предельная цена
C_0272,blocked,Бюджет группы,Бюджет группы,7106.24,55750,2426,2.49,3286,1639,83.98,14,2,2540.31,0,37679,12188,5563,3334,1364,C_0272,Музыка,Старт прослушиваний,Цена группы,-
C_0273,deleted,Бюджет группы,5000,1469.69,26918,160,1.53,576,399,84.34,1,8,8646.18,0,18408,2350,2244,4042,369,C_0273,Музыка,Показы рекламы,Цена группы,Минимальная цена
C_0274,deleted,-,Бюджет группы,1332.88,44283,211,10.1,1,4,0.29,1,118,13858.71,0,39537,5155,1406,641,265,C_0274,Музыка,Показы рекламы,Цена группы,-
C_0275,blocked,3000,Бюджет группы,1492.97,29970,741,3.92,439,318,24.57,25,6,7969.61,0,52190,8702,1484,992,585,C_0275,Музыка,Старт прослушиваний,70,Предельная цена
C_0276,blocked,Бюджет группы,Бюджет группы,1.2,880,31,3.26,1,27,0.52,1,1,4311.05,0,89,14,11,0,4,C_0276,Музыка,Старт прослушиваний,Цена группы,-
C_0277,deleted,Бюджет группы,Бюджет группы,150000.0,537892,16677,31.1,12494,2332,200.57,83,31,8815.34,0,264427,60621,26476,31783,10448,C_0277,Музыка,Старт прослушиваний,Цена группы,-
C_0278,deleted,Бюджет группы,Бюджет группы,14566.31,130963,3246,16.45,2246,489,133.03,6,501,14040.75,0,3905,1571,788,2073,1677,C_0278,Музыка,Показы рекламы,Цена группы,Предельная цена
C_0279,deleted,Бюджет группы,-,14865.58,128551,4066,13.86,4475,1028,73.19,49,41,10562.81,0,45179,9438,3004,10774,2494,C_0279,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0280,blocked,Бюджет группы,Бюджет группы,25365.31,213260,7940,14.76,2233,371,3.15,23,0,500.49,0,43225,10573,4494,9902,4882,C_0280,Музыка,Старт прослушиваний,Цена группы,-
C_0281,deleted,Бюджет группы,Бюджет группы,36022.72,122879,2279,4.87,1367,403,35.49,24,8,9700.38,0,163477,34288,14049,10275,3300,C_0281,Музыка,Старт прослушиваний,Цена группы,-
C_0282,deleted,Бюджет группы,10000,10409.44,56021,1483,11.77,675,291,59.94,2,14,7343.36,0,9995,1744,1250,3266,1782,C_0282,Музыка,Старт прослушиваний,70,-
C_0283,deleted,-,Бюджет группы,56.11,9578,196,0.44,1563,592,103.16,1,0,6866.36,0,3871,1679,1062,727,804,C_0283,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0284,deleted,Бюджет группы,Бюджет группы,3.01,845,112,2.05,606,377,38.26,2,3,9327.91,0,5925,794,578,3036,456,C_0284,Музыка,Старт прослушиваний,35,-
C_0285,blocked,Бюджет группы,Бюджет группы,43492.86,281505,9314,18.09,7482,2540,157.76,27,0,0.01,0,95956,20940,6706,7318,5894,C_0285,Музыка,Старт прослушиваний,Цена группы,-
C_0286,deleted,Бюджет группы,9000,138151.47,483777,14028,28.65,9640,1262,399.03,55,14,6488.99,0,172773,42287,10825,16314,3456,C_0286,Музыка,Старт прослушиваний,Цена группы,-
C_0287,blocked,Бюджет группы,Бюджет группы,30287.51,134366,5579,19.17,1408,1630,94.42,31,2,10179.95,0,167194,38724,16326,14127,5266,C_0287,Музыка,Старт прослушиваний,Цена группы,-
C_0288,deleted,Бюджет группы,-,150000.0,510935,17892,47.03,13806,2211,488.92,16,6,13833.52,0,368030,80576,38809,55131,18094,C_0288,Музыка,Старт прослушиваний,Цена группы,-
C_0289,deleted,-,Бюджет группы,90960.73,351625,9192,53.02,6084,253,112.29,4,34,4088.85,0,202080,41893,13228,44118,12438,C_0289,"Пост, видео, клип, статья",Показы рекламы,Авто,Предельная цена
C_0290,deleted,Бюджет группы,1000,96098.56,303677,12072,35.15,11690,2071,124.43,107,0,203.45,0,187281,38287,12858,27100,3321,C_0290,Музыка,Старт прослушиваний,80,-
C_0291,deleted,Бюджет группы,Бюджет группы,919.83,63835,2930,1.68,2333,665,9.74,97,0,873.85,0,12056,5109,2134,451,1063,C_0291,Музыка,Старт прослушиваний,10,Минимальная цена
C_0292,blocked,Бюджет группы,Бюджет группы,298.45,37757,1041,1.21,3715,1798,45.8,15,5,2498.62,0,54897,8216,6909,11051,4641,C_0292,Музыка,Старт прослушиваний,Цена группы,-
C_0293,blocked,Бюджет группы,Бюджет группы,49431.13,353691,10916,13.78,11282,3641,414.99,77,0,271.93,0,130006,27758,9400,13563,6980,C_0293,Музыка,Старт прослушиваний,Авто,-
C_0294,deleted,Бюджет группы,Бюджет группы,471.95,15702,853,0.82,644,720,11.19,41,14,2724.13,4,8600,2207,147,93,58,C_0294,Музыка,Старт прослушиваний,Цена группы,-
C_0295,blocked,-,Бюджет группы,4482.68,125876,3452,8.99,856,1132,4.46,15,0,52.12,0,66007,11471,6354,3328,2336,C_0295,"Пост, видео, клип, статья",Старт прослушиваний,120,-
C_0296,deleted,Бюджет группы,Бюджет группы,7.13,3489,127,1.43,124,127,6.87,2,0,102.56,0,4713,1493,796,142,503,C_0296,Музыка,Старт прослушиваний,Цена группы,-
C_0297,deleted,Бюджет группы,Бюджет группы,537.44,30196,433,0.13,527,1582,3.69,67,0,1.41,0,49935,10239,2946,301,584,C_0297,Музыка,Старт прослушиваний,Цена группы,-
C_0298,deleted,-,5000,4827.42,57894,2506,10.94,2264,350,212.29,1,1,2397.21,0,70414,9399,1187,1886,484,C_0298,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0299,deleted,Бюджет группы,-,805.43,22095,114,0.35,86,332,1.09,24,0,19.19,0,914,232,51,7,10,C_0299,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Целевая цена
C_0300,deleted,Бюджет группы,1000,17646.47,38432,1512,9.11,5848,453,136.63,95,0,317.36,0,21688,7393,1815,2485,223,C_0300,Музыка,Старт прослушиваний,Цена группы,-
C_0301,blocked,Бюджет группы,Бюджет группы,10602.27,121172,2633,32.17,412,199,14.91,1,0,1308.2,0,29615,3933,2989,3564,1829,C_0301,"Пост, видео, клип, статья",Продвижение поста,Цена группы,-
C_0302,deleted,-,Бюджет группы,232.77,47070,2395,0.38,7099,1841,135.86,3,16,5699.26,0,200,357,94,29,265,C_0302,Музыка,Старт прослушиваний,12,Целевая цена
C_0303,blocked,-,Бюджет группы,0.61,373,2,0.05,1,1,0.41,1,19,5796.34,0,0,0,1,0,0,C_0303,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0304,deleted,Бюджет группы,Бюджет группы,11351.1,88570,2008,9.88,178,180,1.73,16,6,4749.77,0,23682,8186,2539,2561,1913,C_0304,Музыка,Показы рекламы,12,-
C_0305,active,Бюджет группы,Бюджет группы,136440.46,533983,18349,32.33,14933,2677,130.77,99,1,3725.21,0,465850,97598,38989,57325,17417,C_0305,Музыка,Старт прослушиваний,Цена группы,-
C_0306,deleted,Бюджет группы,Бюджет группы,14.63,4298,178,2.52,206,29,25.31,1,9,1604.78,0,1833,430,102,65,147,C_0306,Музыка,Старт прослушиваний,Цена группы,-
C_0307,deleted,Бюджет группы,Бюджет группы,0.49,288,9,1.36,61,22,14.39,1,80,13912.22,0,745,218,188,12,72,C_0307,Музыка,Старт прослушиваний,Цена группы,-
C_0308,deleted,-,Бюджет группы,55769.93,184175,5632,14.21,11442,997,316.71,66,239,13650.84,0,162707,40480,11554,12260,4661,C_0308,Музыка,Старт прослушиваний,Цена группы,-
C_0309,deleted,-,159,0.0,27,3,0.27,6,4,0.5,3,0,159.11,0,0,0,1,0,0,C_0309,Сообщество и профиль Вконтакте,Продвижение поста,100,-
C_0310,deleted,Бюджет группы,5000,15834.82,159071,9543,4.23,14777,2265,132.29,78,0,855.43,0,87685,27898,13882,12848,8414,C_0310,Музыка,Старт прослушиваний,Цена группы,-
C_0311,deleted,Бюджет группы,Бюджет группы,0.01,85,1,0.11,1,36,0.08,1,1,12026.81,0,1040,102,116,125,48,C_0311,Музыка,Старт прослушиваний,Цена группы,-
C_0312,blocked,Бюджет группы,5000,0.01,11,1,0.23,1,1,0.77,1,0,877.63,0,52,8,2,0,1,C_0312,Музыка,Старт прослушиваний,Авто,-
C_0313,deleted,Бюджет группы,10000,59.9,4413,31,8.39,22,4,22.91,1,21,5094.89,0,774,155,52,115,55,C_0313,Сообщество и профиль Вконтакте,Продвижение поста,Цена группы,-
C_0314,blocked,Бюджет группы,Бюджет группы,150000.0,639498,17802,80.44,7478,1651,179.49,55,0,757.66,0,192618,36721,16784,35438,11035,C_0314,Музыка,Старт прослушиваний,Цена группы,-
C_0315,blocked,Бюджет группы,9000,19370.69,140096,5630,7.64,9198,2426,306.71,63,0,123.06,0,54402,20003,5576,19358,4932,C_0315,Музыка,Старт прослушиваний,35,-
C_0316,deleted,Бюджет группы,Бюджет группы,4.73,1491,13,2.15,16,18,2.58,1,0,5574.03,0,259,29,62,36,49,C_0316,Музыка,Показы рекламы,Цена группы,-
C_0317,blocked,-,Бюджет группы,0.05,144,3,1.16,1,2,0.0,1,0,303.98,0,25,2,1,0,0,C_0317,Сообщество и профиль Вконтакте,Продвижение поста,Цена группы,-
C_0318,deleted,8750,380,94557.01,391781,8419,22.08,3931,1453,109.03,40,0,4110.07,0,157774,36826,16425,17157,5490,C_0318,Музыка,Старт прослушиваний,Цена группы,-
C_0319,deleted,Бюджет группы,Бюджет группы,52350.39,275109,10319,12.61,2762,1023,20.67,2,0,530.24,0,141274,37163,14188,9936,6754,C_0319,Музыка,Старт прослушиваний,Цена группы,-
C_0320,deleted,Бюджет группы,Бюджет группы,5533.78,37078,1790,13.25,1571,273,69.48,1,14,2617.14,0,21000,5658,1571,2488,1136,C_0320,Музыка,Старт прослушиваний,Цена группы,-
C_0321,deleted,Бюджет группы,159,4090.04,31863,1097,8.47,766,314,67.71,1,208,14157.98,0,1379,395,97,71,183,C_0321,Музыка,Старт прослушиваний,10,Минимальная цена
C_0322,deleted,Бюджет группы,Бюджет группы,14601.18,88812,2207,9.37,4386,504,369.2,2,58,10424.3,0,5040,1631,67,454,61,C_0322,Музыка,Старт прослушиваний,Цена группы,-
C_0323,deleted,Бюджет группы,Бюджет группы,0.0,56,8,0.43,142,90,3.9,1,1,7882.3,0,21,9,17,48,92,C_0323,Музыка,Старт прослушиваний,Цена группы,-
C_0324,blocked,Бюджет группы,39166,2842.91,49373,1460,5.69,105,118,1.22,1,31,5283.04,0,9390,2739,380,198,241,C_0324,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Минимальная цена
C_0325,blocked,Бюджет группы,Бюджет группы,129.79,19937,2402,2.7,1321,620,14.98,7,1,1046.23,0,6025,3043,1587,559,1334,C_0325,Музыка,Старт прослушиваний,Цена группы,-
C_0326,deleted,Бюджет группы,Бюджет группы,1700.23,41714,536,7.44,205,580,28.5,6,0,0.01,0,5424,1144,522,642,348,C_0326,Музыка,Старт прослушиваний,Цена группы,-
C_0327,deleted,Бюджет группы,Бюджет группы,85202.41,352131,12291,30.04,6271,660,20.73,45,1155,14617.45,4,159949,37853,15078,26194,6484,C_0327,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0328,deleted,Бюджет группы,Бюджет группы,21769.39,255415,7654,6.86,5710,2128,134.48,86,0,148.54,0,52459,14135,7453,4693,3223,C_0328,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0329,deleted,-,8000,2722.51,51159,873,6.42,417,124,22.45,3,0,185.11,0,18136,3960,552,198,243,C_0329,Музыка,Старт прослушиваний,Цена группы,-
C_0330,blocked,Бюджет группы,Бюджет группы,1439.11,26685,415,2.87,1707,578,37.34,8,0,256.52,0,46055,7801,3863,4917,1585,C_0330,Музыка,Старт прослушиваний,Цена группы,-
C_0331,deleted,-,Бюджет группы,0.0,7,1,0.01,1,1,0.0,1,0,26.75,0,0,0,1,0,0,C_0331,Музыка,Продвижение поста,Авто,-
C_0332,deleted,Бюджет группы,10000,1.04,852,29,0.75,388,36,0.61,1,0,491.9,0,121,49,19,63,59,C_0332,"Пост, видео, клип, статья",Показы рекламы,Цена группы,Минимальная цена
C_0333,deleted,-,Бюджет группы,103364.11,364140,6390,12.65,3533,1172,15.1,9,0,0.04,0,228802,48513,16292,18609,7204,C_0333,Музыка,Старт прослушиваний,Цена группы,-
C_0334,blocked,8750,Бюджет группы,336.81,13985,648,0.89,1978,561,29.97,19,0,152.66,0,3882,1398,220,205,72,C_0334,Музыка,Старт прослушиваний,Авто,-
C_0335,deleted,Бюджет группы,Бюджет группы,18386.68,100772,1916,8.14,1427,236,49.91,1,0,8.2,0,11343,4514,2709,4380,2369,C_0335,Музыка,Старт прослушиваний,Цена группы,-
C_0336,deleted,-,Бюджет группы,9.95,21540,228,0.53,247,336,5.09,27,70,7837.45,0,733,69,76,3,47,C_0336,"Пост, видео, клип, статья",Продвижение поста,Цена группы,Минимальная цена
C_0337,deleted,Бюджет группы,Бюджет группы,150000.0,558582,11640,38.36,5832,486,104.64,55,11,4621.41,0,250120,50285,10129,19232,3330,C_0337,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0338,deleted,Бюджет группы,Бюджет группы,56569.39,292163,6576,34.16,1913,550,11.74,32,9,13433.41,0,169709,28126,11437,12622,5459,C_0338,Музыка,Старт прослушиваний,97,Целевая цена
C_0339,blocked,3000,Бюджет группы,654.76,13906,1414,4.38,912,109,5.81,1,0,39.66,0,1260,510,41,129,103,C_0339,Музыка,Старт прослушиваний,Цена группы,-
C_0340,deleted,Бюджет группы,Бюджет группы,0.45,922,4,0.04,5,9,0.01,6,0,148.06,0,76,29,56,11,24,C_0340,Музыка,Старт прослушиваний,17,-
C_0341,blocked,Бюджет группы,Бюджет группы,60850.8,166007,3903,22.2,2156,888,226.38,6,0,2145.92,0,263181,63556,24070,38160,10328,C_0341,Музыка,Старт прослушиваний,Цена группы,-
C_0342,blocked,Бюджет группы,Бюджет группы,48.9,8399,124,3.35,2,18,0.11,1,0,0.07,0,5692,974,695,274,541,C_0342,Музыка,Старт прослушиваний,Цена группы,-
C_0343,deleted,Бюджет группы,Бюджет группы,0.97,2512,492,1.32,906,273,62.3,28,0,2228.8,4,2538,419,162,64,171,C_0343,Музыка,Старт прослушиваний,Цена группы,-
C_0344,deleted,-,Бюджет группы,2557.5,124895,3298,1.44,1393,2437,1.27,214,0,0.13,0,37947,10292,6007,1531,3198,C_0344,Музыка,Старт прослушиваний,Авто,-
C_0345,deleted,Бюджет группы,Бюджет группы,717.63,25639,608,1.52,1419,263,18.53,1,0,1040.08,0,4488,1045,392,60,191,C_0345,Музыка,Показы рекламы,Цена группы,-
C_0346,deleted,Бюджет группы,Бюджет группы,586.1,2661,7,7.06,25,11,36.59,1,0,1.69,0,25,9,2,1,0,C_0346,Музыка,Старт прослушиваний,Цена группы,-
C_0347,deleted,-,-,0.0,81,7,0.03,42,56,1.79,9,0,2500.09,0,0,0,1,0,1,C_0347,Музыка,Показы рекламы,18,Минимальная цена
C_0348,deleted,Бюджет группы,Бюджет группы,12244.81,45103,1730,2.95,6297,939,122.03,16,337,10849.12,0,3464,2326,646,789,120,C_0348,Музыка,Старт прослушиваний,Цена группы,-
C_0349,deleted,Бюджет группы,Бюджет группы,17322.18,212360,7195,32.69,386,314,4.17,12,64,9914.14,0,39974,6671,1586,2276,1772,C_0349,Музыка,Старт прослушиваний,Цена группы,-
C_0350,blocked,Бюджет группы,Бюджет группы,0.77,8274,56,0.0,1351,1332,31.58,71,0,5456.26,0,976,702,336,0,61,C_0350,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0351,blocked,Бюджет группы,200,150000.0,504288,14635,54.84,4033,1757,236.79,13,1,7414.84,0,514855,119319,51929,57325,17570,C_0351,Музыка,Старт прослушиваний,100,-
C_0352,active,Бюджет группы,Бюджет группы,6243.68,135183,2000,5.4,403,676,14.04,52,0,46.26,0,86966,15449,6523,2774,2188,C_0352,Музыка,Старт прослушиваний,Цена группы,-
C_0353,deleted,Бюджет группы,10000,23260.42,146653,2234,4.34,4294,1376,155.2,11,0,11.97,0,13188,6032,1252,1822,815,C_0353,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0354,deleted,Бюджет группы,Бюджет группы,163.39,11846,532,1.2,556,312,5.43,50,251,12083.41,0,756,136,60,84,84,C_0354,Музыка,Старт прослушиваний,20,-
C_0355,deleted,3000,5000,91.07,14684,619,5.25,354,274,26.3,6,3,6776.68,0,3518,791,291,167,166,C_0355,Музыка,Показы рекламы,Цена группы,Целевая цена
C_0356,deleted,Бюджет группы,Бюджет группы,323.2,6623,707,9.65,502,23,17.98,1,1,978.9,4,681,187,27,66,31,C_0356,"Пост, видео, клип, статья",Продвижение поста,Цена группы,-
C_0357,deleted,-,Бюджет группы,0.12,1178,47,0.19,165,270,64.85,10,43,7738.07,0,54,12,21,1,18,C_0357,Сообщество и профиль Вконтакте,Показы рекламы,100,Минимальная цена
C_0358,deleted,Бюджет группы,Бюджет группы,3126.36,134386,2933,6.52,115,163,0.36,21,0,0.01,0,77737,13578,4303,3538,2073,C_0358,Музыка,Показы рекламы,Цена группы,-
